HELPER,class,team
rob ward12/30/2003brooklyn- ny,2025,MIN
erik baker10/10/2006omaha- ne,2025,MIN
ed leach05/19/2006palisades park- nj,2025,UNSIGNED
tyrone dawson09/22/2006logan- ut,2025,UNSIGNED
dusty fleming12/23/2006lima- oh,2025,UNSIGNED
dan conner11/02/2006cincinnati- oh,2025,BOS
juan gonzalez08/19/2006echelon- nj,2025,UNSIGNED
tommy o'day06/13/2003tucson- az,2025,LAA
stan smith10/27/2006tulsa- ok,2025,BAL
maximilian gustavsen05/12/2007atlanta- ga,2025,UNSIGNED
robbie daly12/11/2004ft. benning south- ga,2025,TEX
doug stanton03/22/2007clinton- md,2025,KC
claude snyder06/20/2007bellefontaine- oh,2025,DET
jose mendoza04/07/2007panorama village- tx,2025,SEA
rob stevenson11/19/2004germantown- md,2025,PIT
lou bates09/20/2006bolingbrook- il,2025,UNSIGNED
jake mccromley03/25/2007parkville- md,2025,UNSIGNED
mariano flores11/26/2002greeley- co,2025,LAD
bob daniel09/12/2006san diego- ca,2025,UNSIGNED
ken austin07/03/2006dallas- tx,2025,UNSIGNED
agustin gonzalez11/14/2006bayamon- bay,2025,UNSIGNED
curt woodard04/02/2006woodmere- la,2025,TOR
mike england03/22/2005brooklyn- ny,2025,ATL
al barr09/21/2007chicago- il,2025,COL
bob bryan06/15/2005sioux falls- sd,2025,CWS
bob o'quinn09/12/2003lineville- al,2025,TB
juan galvan04/27/2007ft. worth- tx,2025,SF
nikola sekulic10/06/2006toms river- nj,2025,UNSIGNED
joe washington04/17/2007portland- me,2025,UNSIGNED
wes knight07/21/2006ft. leonard wood- mo,2025,NYY
mike jones04/25/2002kiryas joel- ny,2025,SEA
jeff barber12/16/2002dracut- ma,2025,NYY
mike bennett09/25/2006boxford- ma,2025,PIT
lou greenacre10/11/2006broadview heights- oh,2025,KC
kurt porter12/22/2003florin- ca,2025,KC
reginald matthews02/17/2007odessa- tx,2025,HOU
rudolf newcomb03/10/2007thunder bay- on,2025,NYY
chris rhodes06/17/2007findlay- oh,2025,UNSIGNED
juan romero05/08/2002eastpointe- mi,2025,MIA
bret clark07/17/2003oswego- il,2025,MIL
tim bravo01/14/2005san francisco- ca,2025,DET
cliff mceachan01/26/2003lake purdy- al,2025,DET
mike smith06/18/2006ridgeland- ms,2025,UNSIGNED
juan barajas01/11/2007south holland- il,2025,BOS
manny palacios11/27/2006sunnyvale- ca,2025,WAS
derek brennan12/14/2006portland- or,2025,BOS
terrence davis03/09/2004harriman- tn,2025,MIN
jeff wall03/26/2006hickory- nc,2025,SEA
johnny kelley04/21/2007ardmore- pa,2025,BOS
ken smith01/24/2007san bernardino- ca,2025,CHC
chris brooks04/09/2004lewisburg- tn,2025,TOR
jose ortega07/02/2007guaynabo- bay,2025,UNSIGNED
tyrone white02/22/2004kokomo- in,2025,MIN
willie lee08/04/2004phoenix- az,2025,DET
chip cunningham12/08/2006hopatcong- nj,2025,UNSIGNED
tang-thuy dinh07/21/2005west milford- nj,2025,CHC
jim jackson10/24/2007monticello- in,2025,ATL
clarence davis11/24/2006pittsburgh- pa,2025,LAA
tony brewer04/03/2006ruston- la,2025,BOS
sean thompson12/04/2003pleasant hill- ca,2025,KC
rob o'sheil03/01/2007milwaukee- wi,2025,CHC
gene sparks10/11/2004amherst- ny,2025,SEA
jesus mendoza01/03/2004san juan- san,2025,LAA
zach garcia05/19/2004buffalo grove- il,2025,MIN
doug marshall12/12/2006amarillo- tx,2025,NYY
billy lacy10/13/2006pasco- wa,2025,PHI
jon boucher04/19/2005weeping water- ne,2025,NYM
vern pratt12/01/2006stephenville- tx,2025,UNSIGNED
chris stewart02/12/2007charlotte- nc,2025,ARI
cliff johnson04/27/2003west salem- wi,2025,BAL
augusto gonzalez08/26/2003san jose- ca,2025,LAA
charlie reeves11/14/2002brighton- ny,2025,LAA
jesus vigil01/11/2007woodsfield- oh,2025,UNSIGNED
jim o'quinn04/24/2007huntsville- tx,2025,MIA
chris wiley10/04/2003redmond- wa,2025,TOR
claude davis02/06/2007euclid- oh,2025,SEA
alan johnston09/24/2004kensington- ca,2025,SD
tommy sheffield01/11/2006blue island- il,2025,ARI
jon thomas04/08/2007hilliard- oh,2025,MIL
chris spencer03/29/2007spring hill- tn,2025,SD
dave fleming04/04/2007livermore- ca,2025,MIA
song-shil lewis09/27/2004los angeles- ca,2025,MIL
ty hardison07/31/2003chesapeake- va,2025,UNSIGNED
geoffrey whisted02/12/2007huntington- va,2025,OAK
brit morgan03/10/2006sapulpa- ok,2025,SD
shaun haynes01/13/2006washington- dc,2025,OAK
eric pittman01/07/2007houston- tx,2025,OAK
ken gonzales02/20/2003brooklyn- ny,2025,NYM
josh o'keefe02/16/2006norwell- ma,2025,STL
pat hunter12/29/2006los angeles- ca,2025,CLE
darrell sharp05/07/2004taylorville- il,2025,UNSIGNED
juan carlos morales07/20/2006takoma park- md,2025,DET
josh burrell02/09/2003concord- nc,2025,TEX
mike crockett02/18/2004seneca- sc,2025,UNSIGNED
luis jimenez04/20/2004west new york- nj,2025,MIL
bob picot11/26/2005red bank- nj,2025,ARI
sean bailey10/16/2003hollywood- fl,2025,STL
eric bennett09/01/2005elkton- md,2025,DET
jim gray04/27/2007hastings- ne,2025,UNSIGNED
caleb bennett07/22/2006houston- tx,2025,CWS
ron marsh01/17/2006piney green- nc,2025,NYY
tim burguet10/12/2006albany- or,2025,TOR
ron irvin12/15/2006elgin- tx,2025,STL
josh mayer03/20/2007nederland- tx,2025,OAK
ben weston11/25/2006new york- ny,2025,UNSIGNED
eric evans01/09/2004bryan- tx,2025,SF
chris patterson11/07/2006trenton- il,2025,BAL
ron fuller02/17/2007new york- ny,2025,HOU
marku aliti08/31/2002salem- wi,2025,CLE
bob washington04/10/2007medford- nj,2025,TOR
colt gibson05/01/2006smethport- pa,2025,HOU
jimmy brown07/18/2006ammon- id,2025,BAL
ed petty12/24/2006minneapolis- mn,2025,NYY
bob anderson12/02/2003blue springs- mo,2025,SEA
lucio valdes06/08/2007detroit- mi,2025,UNSIGNED
chris ford12/12/2004texarkana- tx,2025,SEA
cisco morales08/31/2006pike creek- de,2025,STL
jesus silva11/20/2006levittown- bay,2025,CWS
curt weber09/17/2002londontowne- md,2025,CWS
eddie brown04/09/2007garden city- ks,2025,UNSIGNED
jeff helton09/18/2005white meadow lake- nj,2025,MIA
tim nelson11/24/2001bethpage- ny,2025,CIN
rob dundee10/02/2006palmdale- ca,2025,MIL
glen price12/28/2002detroit- mi,2025,TB
mike butler03/28/2007brooklyn park- mn,2025,UNSIGNED
max hudson09/18/2006new york- ny,2025,TOR
ron hendrix01/07/2007syracuse- ny,2025,MIA
ignacio baez11/25/2006san sebastian- may,2025,UNSIGNED
jake johnson03/13/2003fox river grove- il,2025,TEX
gil adams12/04/2004aurora- il,2025,SF
jeff lewis08/31/2006richwood- wv,2025,UNSIGNED
sean martinez03/28/2004oak creek- wi,2025,ARI
xavier downey01/27/2007los angeles- ca,2025,SD
chad williams11/23/2006springfield- ma,2025,PIT
bob west03/27/2007elgin- il,2025,TOR
dave valentine05/10/2007los angeles- ca,2025,UNSIGNED
tim blake01/03/2006wyandotte- mi,2025,CIN
randy adams05/04/2007center line- mi,2025,OAK
joe brock11/28/2002casper- wy,2025,CLE
ed allen02/25/2005stafford- ct,2025,COL
rob frazier09/12/2004el paso- tx,2025,SEA
jeff chaney08/02/2003redding- ca,2025,MIL
billy ross12/25/2006victorville- ca,2025,CLE
eric hughes12/30/2004ewa gentry- hi,2025,UNSIGNED
carlos curray10/12/2003canby- or,2025,CLE
jeff thornton09/12/2006portland- or,2025,CHC
mel bentley06/25/2006las vegas- nv,2025,NYM
mitsuo sato10/16/2002kasugai- aic,2025,MIA
don moore12/29/2003baltimore- md,2025,OAK
chris williams11/21/2003baldwin- ny,2025,TOR
tex thomas12/23/2002san francisco- ca,2025,CIN
lou lynch12/20/2006sacramento- ca,2025,MIN
steve brown05/11/2007oakland- ca,2025,MIL
jeff conklin09/18/2006seymour- in,2025,UNSIGNED
gil jones08/28/2002new york- ny,2025,LAD
johnny curtis10/27/2002houston- tx,2025,OAK
sam johnson01/24/2004palacios- tx,2025,TOR
ricky byrd02/14/2007sandy- ut,2025,UNSIGNED
willie bailey12/15/2006washington- dc,2025,BOS
esteban barrera05/22/2002memphis- tn,2025,LAA
tim marks01/07/2005smithfield- va,2025,NYY
nate farley02/05/2004makakilo city- hi,2025,ATL
curt moore04/27/2004st. paul- mn,2025,ARI
norm brown03/22/2007westland- mi,2025,UNSIGNED
thom bailey06/14/2006new york- ny,2025,LAD
virgil clark01/31/2005anthony- nm,2025,LAD
eric mullins01/25/2004palm harbor- fl,2025,SD
eric price07/04/2006philadelphia- pa,2025,PHI
steve battle12/26/2006san diego- ca,2025,ATL
chris mcbride08/18/2006chicago- il,2025,TB
raul garcia05/29/2004keller- tx,2025,CWS
joe morris06/22/2005denver- co,2025,WAS
mike mcclain01/12/2008cumberland hill- ri,2025,UNSIGNED
dave hicks12/17/2006brooklyn- ny,2025,UNSIGNED
ed vera11/02/2002fall river- ma,2025,PHI
ed fujiyoshi09/14/2003rosemont- ca,2025,MIL
chris rose09/24/2004waxahachie- tx,2025,CHC
joe belcher06/25/2006hoboken- nj,2025,HOU
joe miller06/11/2006tempe- az,2025,LAD
rocky barnes04/28/2006chicago- il,2025,CWS
chris donahue07/03/2006eagle point- or,2025,WAS
tim davis03/24/2005highland city- fl,2025,BAL
don trump04/08/2003simi valley- ca,2025,WAS
artie blevins03/25/2007chicago- il,2025,UNSIGNED
ken buckley09/12/2004berkley- co,2025,MIL
tony jamison10/20/2002cheektowaga- ny,2025,TB
al mann06/04/2004bridgeview- il,2025,TEX
charlie mccord11/03/2002edmond- ok,2025,MIA
sean allen04/04/2003washington- dc,2025,HOU
joe benitez11/22/2005valinda- ca,2025,MIL
ed richmond11/15/2006zion- il,2025,CLE
lou whitley07/23/2006mt. pleasant- mi,2025,STL
dave wagner09/25/2006warminster heights- pa,2025,ARI
ben walters01/28/2006gladeview- fl,2025,MIA
kurt lewis02/11/2003palm beach gardens- fl,2025,TEX
von sterling10/03/2004goodings grove- il,2025,UNSIGNED
caleb johnson08/17/2007glendale- az,2025,UNSIGNED
gabe gibbs10/18/2006salem- or,2025,STL
esteban daroca10/06/2003auburn- al,2025,NYM
dave prins05/07/2003cleveland- al,2025,HOU
chris lee12/08/2002tracy- ca,2025,NYM
dave schafer05/15/2004kent- wa,2025,MIL
jeff counts12/08/2006long beach- ca,2025,MIA
tommy burton01/14/2007washington township- mi,2025,NYY
ron craig11/14/2007buena park- ca,2025,CHC
ernesto lopez05/07/2004carolina- car,2025,BOS
steve cameron03/03/2003arcadia- ca,2025,LAD
dan wilson12/16/2006penns grove- nj,2025,NYY
clarence williams04/26/2004fresno- ca,2025,CLE
jeff miller05/27/2006whitman- ma,2025,CWS
charlie duarte02/02/2006sunrise- fl,2025,UNSIGNED
jim rucker06/18/2007ridgecrest- ca,2025,SD
tommy smith02/02/2007new york- ny,2025,PHI
bobby rose04/20/2007vacaville- ca,2025,UNSIGNED
jimmy skinner08/24/2005missoula- mt,2025,WAS
mike church01/29/2004miami- fl,2025,MIA
joaquin duran02/20/2006anderson- in,2025,UNSIGNED
darren lopez01/23/2007columbia- mo,2025,NYM
ivan valdes05/26/2003ponce- pon,2025,STL
qui-li jiang06/11/2004calgary- ab,2025,LAA
bill redden04/12/2006terrebonne- qc,2025,OAK
daniel fontanez06/02/2006pine crest- tn,2025,HOU
greg gibson03/09/2004garland- tx,2025,ARI
mac o'herlihy12/31/2002mesa- az,2025,CIN
afzal abbas06/30/2006chicago- il,2025,UNSIGNED
ken ford05/21/2005new york- ny,2025,SD
mike ingram10/25/2002centreville- va,2025,UNSIGNED
chris french06/14/2004grandview- mo,2025,NYY
manny perez04/08/2003brooklyn- ny,2025,COL
leon snyder11/23/2006new york- ny,2025,HOU
arturo morales01/29/2003rock island- il,2025,HOU
jose ortiz06/27/2003san juan- san,2025,TB
tommy price10/29/2006pawtucket- ri,2025,TB
bob shepherd04/25/2005stow- oh,2025,DET
jim perkins05/04/2007phoenix- az,2025,UNSIGNED
alex rios10/10/2005bloomington- tx,2025,TEX
mike holmes12/26/2003warrenton- va,2025,TEX
jon macgregor09/30/2003dallas- tx,2025,HOU
don saxton06/03/2007maple ridge- bc,2025,CWS
steve webb06/21/2003ware shoals- sc,2025,PIT
derek olson11/23/2006greenacres- fl,2025,UNSIGNED
jim carlson03/31/2006philadelphia- pa,2025,UNSIGNED
billy rice03/25/2003spokane- wa,2025,CHC
jake haley06/26/2006south glens falls- ny,2025,CIN
tony evans11/26/2003trumbull- ct,2025,WAS
edwin becker10/03/2003portsmouth- ri,2025,CIN
ken nichols03/12/2006pico rivera- ca,2025,UNSIGNED
joe cruz11/26/2002osage beach- mo,2025,KC
ed walker12/13/2006bend- or,2025,HOU
joe harmon01/12/2004madera- ca,2025,HOU
bob compton07/14/2006manchester- nh,2025,TB
mariano gutierrez04/10/2003san juan- san,2025,CHC
tony moore05/23/2004lexington- ky,2025,SEA
bobby humphrey07/10/2007southern view- il,2025,UNSIGNED
alex gutierrez08/10/2006curridabat- san,2025,TB
johnathan clark05/02/2004riverton- il,2025,BAL
al cline10/13/2004amherst- ny,2025,ARI
loren hanson03/14/2003north liberty- ia,2025,TOR
jake henry02/16/2006rutherfordton- nc,2025,UNSIGNED
johnathan spivey08/25/2006san bernardino- ca,2025,UNSIGNED
steve lee07/07/2003philadelphia- pa,2025,LAD
rob baker04/02/2007lely- fl,2025,TOR
ed morrison08/19/2005palo alto- ca,2025,MIA
shawn roberts10/29/2006chicago- il,2025,UNSIGNED
ken hayes02/12/2007montgomery- al,2025,MIA
ed dawson03/27/2005bridgewater- va,2025,UNSIGNED
nelson velez05/27/2005lexington- ky,2025,MIN
darryl love09/29/2006harris hill- ny,2025,CLE
steve stone11/21/2001university place- wa,2025,STL
tom merrit09/23/2006ottawa- on,2025,ARI
chris morgan12/21/2004san jose- ca,2025,ARI
tony logan05/11/2002new port richey- fl,2025,WAS
joey thomas11/25/2003rancho cucamonga- ca,2025,BOS
endres wilder11/20/2003austin- tx,2025,NYY
jeremy garcia11/29/2006farmington hills- mi,2025,MIN
jim gove05/09/2007portland- or,2025,UNSIGNED
jake navarro02/21/2005ft. worth- tx,2025,UNSIGNED
joey williamson11/28/2003deschutes river woods- or,2025,LAD
adrian martinez01/09/2007brooklyn park- mn,2025,CLE
leonardo gomez08/11/2006santo domingo- vil,2025,ATL
billy baker03/02/2004carol city- fl,2025,NYY
waylon reed01/22/2007apopka- fl,2025,TB
willie gilbert05/13/2007los angeles- ca,2025,NYM
joe king05/01/2004dayton- oh,2025,TOR
river lindsay01/21/2007mineola- ny,2025,COL
scot malone07/13/2002payson- ut,2025,PHI
jeremy webb05/04/2007hendersonville- tn,2025,CWS
pete croteau09/18/2002wilson- nc,2025,MIA
dan o'connor04/11/2005norwell- ma,2025,COL
vern fields06/15/2005del city- ok,2025,MIL
darren barnes10/27/2006brooklyn- ny,2025,UNSIGNED
luis german05/22/2007san juan- san,2025,STL
ben mclaughlin06/15/2006brooklyn- ny,2025,CHC
bobby thomas03/01/2007sacramento- ca,2025,UNSIGNED
dan mallard09/29/2004omaha- ne,2025,TOR
duane wacker11/21/2005christiansburg- va,2025,KC
ken nogar07/03/2002mamaroneck- ny,2025,SF
rod howe10/09/2003newport news- va,2025,SD
ron kennedy10/13/2004dover- nj,2025,UNSIGNED
kevin mccoy03/18/2006north little rock- ar,2025,OAK
bennie phillips01/03/2005socastee- sc,2025,CWS
juan torrez09/28/2006utuado- pon,2025,MIN
bob rowe08/27/2003overland park- ks,2025,CHC
dylan walker12/27/2006san francisco- ca,2025,UNSIGNED
steve kane09/06/2006lecanto- fl,2025,MIA
bert brown01/10/2007harper- ks,2025,SEA
jeff helton01/31/2007canon city- co,2025,UNSIGNED
steve morrow07/09/2006anaheim- ca,2025,UNSIGNED
sam hanna03/11/2003belfast- me,2025,PIT
norm park04/24/2003tucson- az,2025,HOU
butch bates09/19/2006new bedford- ma,2025,UNSIGNED
steve pate10/18/2003portland- or,2025,MIN
chris nauss07/24/2006edmonton- ab,2025,KC
glen riggs02/27/2004wakeeney- ks,2025,ATL
chuck lucas02/27/2006andrews afb- md,2025,UNSIGNED
caden stephenson08/11/2006west union- ia,2025,SEA
chris bennett08/18/2002new city- ny,2025,STL
ken coker06/16/2006san jose- ca,2025,MIN
thom harrell01/28/2006san diego- ca,2025,UNSIGNED
zach lewis06/28/2006zephyrhills west- fl,2025,HOU
ned bell03/28/2003memphis- tn,2025,SEA
jon thomas12/29/2006bellmore- ny,2025,WAS
jeremy walker11/02/2002paradise- nv,2025,HOU
chris middleton10/07/2003valparaiso- in,2025,CHC
cyrille jolly05/01/2007edmonton- ab,2025,LAA
dan widdop04/18/2007avon park- fl,2025,UNSIGNED
doug lund06/28/2006pacifica- ca,2025,TB
jose peralta08/18/2003lares- pon,2025,KC
kevin o'halloran04/09/2003denver- co,2025,MIL
sam watts05/18/2007orlando- fl,2025,UNSIGNED
scotty peters03/04/2003minnetonka- mn,2025,CLE
stan patton07/02/2003pickerington- oh,2025,CHC
kevin kennedy05/03/2007san anselmo- ca,2025,OAK
willie huber06/30/2002hillside- il,2025,BAL
steve ash11/22/2003des moines- ia,2025,TB
joe burnett01/19/2007converse- tx,2025,SEA
donnie hensley03/24/2003leavenworth- ks,2025,CLE
dave everett03/07/2007new concord- oh,2025,OAK
ed morataya05/18/2006albuquerque- nm,2025,OAK
jesus saldana02/02/2006chaska- mn,2025,MIA
jimmy hargrove09/24/2007houston- tx,2025,LAA
yasa elika12/15/2006wilmington- de,2025,WAS
curt st. john12/09/2005chicago- il,2025,CLE
mike clemons11/17/2002laredo- tx,2025,UNSIGNED
cliff nichols08/13/2002scottsdale- az,2025,UNSIGNED
antonio rodriguez07/22/2006creve coeur- il,2025,NYM
bobby mccarty05/23/2006sugarmill woods- fl,2025,SEA
charlie holt07/26/2006mt. pleasant- sc,2025,TEX
chin-yau liu06/13/2006ottawa- on,2025,ATL
dan brampton06/20/2006new york- ny,2025,BAL
ed watson02/22/2007houston- tx,2025,PIT
jermaine thompson09/26/2006perry heights- oh,2025,UNSIGNED
nate adams07/24/2006lakewood- ca,2025,MIN
tommy hobbs08/24/2006orland park- il,2025,BAL
jose salazar01/03/2002toledo- oh,2025,CIN
erem jordan05/18/2007columbus- oh,2025,SF
don girard05/23/2004columbus- oh,2025,CWS
ted huskey12/15/2006oceanside- ca,2025,WAS
greg long03/25/2006south bend- in,2025,UNSIGNED
yo kurihara10/02/2006aikawa- kan,2025,BAL
chris childers07/21/2006brick- nj,2025,ARI
deron robinson02/03/2007long beach- ca,2025,SF
ed snapp11/10/2005laguna beach- ca,2025,MIA
ed williams12/16/2006new york- ny,2025,UNSIGNED
ian wilson03/28/2004amarillo- tx,2025,PHI
jim brown09/11/2004hockessin- de,2025,SF
juan gonzalez03/01/2007woodlake- ca,2025,NYY
steve owens11/08/2007providence- ri,2025,TOR
steve riggs01/27/2007exeter- nh,2025,UNSIGNED
steve smith02/15/2006broken arrow- ok,2025,PIT
jarred macgruder12/17/2001mansfield- tx,2025,PHI
dan neely04/06/2003los angeles- ca,2025,MIA
bo clay04/24/2006youngstown- oh,2025,CLE
dave drake01/15/2004oklahoma city- ok,2025,NYY
danny mcbride07/28/2004camden- ar,2025,ATL
doug eckard10/02/2003delaware- oh,2025,CIN
bob sawyer04/02/2006walpole- ma,2025,NYY
charlie scrima02/12/2007gresham- or,2025,UNSIGNED
curt young02/02/2005mequon- wi,2025,MIL
doug howell03/01/2004fox river grove- il,2025,PHI
erik wolf03/15/2007glendale- az,2025,BOS
jim krause03/15/2006the woodlands- tx,2025,DET
johnny whittier01/09/2007milwaukee- wi,2025,KC
jonathon johnston09/06/2007greenville- nc,2025,UNSIGNED
jose cruz02/20/2007sun lakes- az,2025,UNSIGNED
jose reyes03/14/2006spring valley- nv,2025,DET
rob walker10/10/2006south bay- fl,2025,UNSIGNED
zhao-jun jiang02/15/2004riviera beach- fl,2025,BAL
sam davis06/22/2002roselle- nj,2025,STL
tony monier05/09/2004calgary- ab,2025,UNSIGNED
shawn unicume12/22/2002cheyenne- wy,2025,TB
billy morris02/21/2006los altos- ca,2025,MIL
bob maddox03/30/2003bayonne- nj,2025,CIN
cesar hernandez09/19/2006columbia- mo,2025,UNSIGNED
cipriano lujon10/21/2004englewood- nj,2025,TOR
dan perkins05/04/2007tahlequah- ok,2025,NYM
duane reynolds11/20/2006fruitland- md,2025,UNSIGNED
jon newman02/01/2007baxley- ga,2025,CHC
tim johnstone10/28/2006hutchinson- mn,2025,UNSIGNED
bob buck12/12/2004orchard homes- mt,2025,PIT
jake compton02/09/2003brooklyn- ny,2025,BOS
liu-liang luo06/22/2004powell river- bc,2025,WAS
chris hernandez06/06/2002kensington- ct,2025,PIT
pat cotton06/29/2004overland park- ks,2025,LAA
pete cochran11/14/2003detroit- mi,2025,MIL
max nance06/15/2002beckett- nj,2025,OAK
jose ayala05/06/2006parkville- mo,2025,MIA
tommy robinson02/17/2007pine- az,2025,LAA
dan stevens05/14/2003houston- tx,2025,MIL
jarred hudson10/31/2006san jose- ca,2025,SF
jonathan davis05/23/2006hutchinson island south- fl,2025,HOU
ed glenn03/08/2004racine- wi,2025,LAD
ted seiffert08/10/2003freeman- sd,2025,ARI
tim reed04/24/2006blackhawk-camino tassajara- ca,2025,TEX
phil baker09/02/2003sandwich- ma,2025,TEX
augusto miranda12/12/2005mountain brook- al,2025,ATL
chris wiggins06/01/2003kalamazoo- mi,2025,OAK
luis galan03/04/2004santa ana- ca,2025,TOR
john gilberds08/17/2006winnipeg- mb,2025,TEX
tommy martin02/15/2005eldersburg- md,2025,STL
geert meurer07/28/2006hau'ula- hi,2025,STL
jim latimer05/10/2006marshfield- wi,2025,ATL
ken cross03/10/2004virginia beach- va,2025,ARI
jim mcgill08/28/2006camden- ar,2025,SF
doug morgan10/01/2003iowa city- ia,2025,PIT
pat jones06/11/2006kettering- md,2025,SF
jedrick kubovy11/28/2005parole- md,2025,UNSIGNED
tim smith01/15/2002green hill- tn,2025,CLE
jose sandavol03/04/2003ponce- pon,2025,ATL
a.r. kirby11/20/2002el cerrito (contra costa county)- ca,2025,CWS
abdul-samad bin mamdouh05/02/2006new york- ny,2025,MIL
aidan drew01/01/2003deltona- fl,2025,NYY
al john04/01/2007fridley- mn,2025,MIL
al jones11/11/2003visalia- ca,2025,CWS
alex best03/25/2007parkland- wa,2025,UNSIGNED
alex lewis10/27/2003long beach- ca,2025,KC
alex rice09/12/2003palm springs- ca,2025,WAS
alex shepard04/19/2003north plainfield- nj,2025,KC
anastasio flores03/01/2002brooklyn- ny,2025,SEA
antonio lara01/24/2004pensacola- fl,2025,COL
antonio martinez09/29/2003norland- fl,2025,BAL
arnold vallis05/25/2006quebec city- qc,2025,NYM
art greenwood07/02/2006north plainfield- nj,2025,CWS
artie hale11/09/2003garfield heights- oh,2025,TB
artie hull02/04/2007wells- mn,2025,KC
artie landry08/20/2003salt lake city- ut,2025,MIN
artie taylor04/23/2003san marcos- ca,2025,UNSIGNED
arturo bautista05/25/2007roseville- ca,2025,ATL
bart capes01/30/2007kingston- kin,2025,NYM
beau jones12/27/2002vacaville- ca,2025,TEX
ben abner01/28/2006hildale- ut,2025,UNSIGNED
ben brown10/13/2004wekiwa springs- fl,2025,ATL
ben dickerson06/12/2006new york- ny,2025,KC
